id,bi_sponsor_bi,bi_sponsor_count,cosponsor_count,cosponsor_normalized,cosponsor_rank,dw_nominate,missed_votes_pct,name,party,seniority,sponsor_count,sponsor_normalized,sponsor_rank,state,top_cosponsor_subjects,top_sponsor_subjects,total_votes,votes_with_party_pct,color,size,bi_pct,chamber,congress
G000565,12,40,408,0.373070504798,188,,4.08,Paul Gosar,R,6,40,0.178571428571,198,AZ,"[(Immigration, 48), (Taxation, 38), (Health, 35), (Crime and law enforcement, 28), (International affairs, 26)]","[(Public lands and natural resources, 9), (Immigration, 5), (Environmental protection, 4), (Government operations and politics, 3), (Health, 3)]",1325.0,90.87,red,20,0.3,house,114
G000564,16,21,393,0.411816721708,101,,0.91,Chris Gibson,R,6,21,0.224489795918,136,NY,"[(Health, 58), (Armed forces and national security, 57), (International affairs, 44), (Crime and law enforcement, 34), (Taxation, 31)]","[(Armed forces and national security, 5), (Education, 3), (Health, 2), (Emergency management, 1), (Government operations and politics, 1)]",1325.0,76.69,red,20,0.761904761905,house,114
G000563,0,6,222,0.377931122612,173,,0.83,Bob Gibbs,R,6,6,0.214285714286,146,OH,"[(Health, 42), (Taxation, 27), (International affairs, 18), (Armed forces and national security, 17), (Crime and law enforcement, 12)]","[(Environmental protection, 3), (Public lands and natural resources, 1), (Water resources development, 1), (Transportation and public works, 1)]",1325.0,95.89,red,20,0.0,house,114
G000560,0,3,140,0.396453900709,131,,2.11,Tom Graves,R,8,3,1.0,1,GA,"[(Health, 31), (Taxation, 14), (Crime and law enforcement, 12), (Armed forces and national security, 10), (Immigration, 9)]","[(Economics and public finance, 3)]",1325.0,94.29,red,20,0.0,house,114
C000059,6,17,202,0.441401586967,52,,1.28,Ken Calvert,R,24,17,0.210084033613,155,CA,"[(Armed forces and national security, 28), (Health, 26), (Taxation, 22), (Government operations and politics, 19), (International affairs, 18)]","[(Armed forces and national security, 5), (Economics and public finance, 2), (Crime and law enforcement, 2), (Government operations and politics, 1), (Transportation and public works, 1)]",1325.0,93.58,red,20,0.352941176471,house,114
G000569,0,0,0,0.0,253,,NA,Mike Grimm,R,6,0,0.0,251,NY,[],[],,NA,red,20,,house,114
G000568,6,26,193,0.385845000551,163,,0.98,Morgan Griffith,R,6,26,0.175824175824,204,VA,"[(Health, 61), (Taxation, 15), (Armed forces and national security, 14), (Environmental protection, 11), (International affairs, 10)]","[(Health, 13), (Congress, 2), (Energy, 2), (Economics and public finance, 1), (Animals, 1)]",1325.0,89.56,red,20,0.230769230769,house,114
C000754,3,7,174,0.776950573817,32,,1.58,Jim Cooper,D,14,7,0.222222222222,129,TN,"[(Health, 28), (Government operations and politics, 21), (Armed forces and national security, 17), (Congress, 11), (Finance and financial sector, 11)]","[(Congress, 6), (Health, 1)]",1325.0,86.12,blue,20,0.428571428571,house,114
J000294,6,16,357,0.743098174578,61,,3.47,Hakeem Jeffries,D,4,16,0.347222222222,43,NY,"[(Crime and law enforcement, 61), (Health, 41), (Government operations and politics, 30), (International affairs, 27), (Civil rights and liberties, minority issues, 26)]","[(Crime and law enforcement, 6), (Taxation, 3), (Emergency management, 1), (Government operations and politics, 1), (Commerce, 1)]",1325.0,97.26,blue,20,0.375,house,114
J000295,5,5,333,0.388218005239,155,,3.09,Dave Joyce,R,4,5,0.228571428571,131,OH,"[(Health, 79), (Armed forces and national security, 37), (Taxation, 35), (Crime and law enforcement, 28), (International affairs, 22)]","[(Education, 2), (Labor and employment, 1), (Health, 1), (Environmental protection, 1)]",1325.0,90.73,red,20,1.0,house,114
J000296,9,31,301,0.387596899225,157,,5.81,David Jolly,R,4,31,0.142857142857,228,FL,"[(Health, 65), (Armed forces and national security, 44), (Taxation, 28), (Crime and law enforcement, 23), (Finance and financial sector, 20)]","[(Taxation, 5), (Armed forces and national security, 5), (Finance and financial sector, 3), (Government operations and politics, 2), (Crime and law enforcement, 2)]",1325.0,87.74,red,20,0.290322580645,house,114
L000570,6,23,246,0.709522270593,90,,1.13,Ben Luján,D,8,23,0.260869565217,100,NM,"[(Health, 68), (Armed forces and national security, 23), (Public lands and natural resources, 17), (Government operations and politics, 15), (Education, 13)]","[(Native Americans, 6), (Health, 6), (Armed forces and national security, 2), (Energy, 2), (Education, 2)]",1325.0,95.65,blue,20,0.260869565217,house,114
J000290,15,33,376,0.356496152105,213,,2.04,Lynn Jenkins,R,8,33,0.203463203463,163,KS,"[(Health, 73), (Taxation, 48), (Armed forces and national security, 36), (Crime and law enforcement, 34), (International affairs, 29)]","[(Health, 15), (Taxation, 8), (Government operations and politics, 2), (Education, 2), (Transportation and public works, 1)]",1325.0,94.84,red,20,0.454545454545,house,114
L000576,3,7,218,0.385321100917,165,,4.45,Billy Long,R,6,7,0.142857142857,228,MO,"[(Health, 63), (Taxation, 28), (Government operations and politics, 16), (Environmental protection, 15), (Immigration, 11)]","[(Health, 6), (Government operations and politics, 1)]",1325.0,96.37,red,20,0.428571428571,house,114
J000292,2,6,362,0.37302613534,190,,0.3,Bill Johnson,R,6,6,0.309523809524,60,OH,"[(Health, 87), (Taxation, 39), (International affairs, 35), (Armed forces and national security, 34), (Crime and law enforcement, 33)]","[(Energy, 2), (Armed forces and national security, 2), (Health, 1), (Environmental protection, 1)]",1325.0,95.16,red,20,0.333333333333,house,114
L000579,3,22,652,0.69872662328,105,,0.98,Alan Lowenthal,D,4,22,0.328282828283,56,CA,"[(Health, 72), (International affairs, 72), (Armed forces and national security, 67), (Government operations and politics, 41), (Crime and law enforcement, 40)]","[(International affairs, 7), (Energy, 3), (Armed forces and national security, 3), (Animals, 2), (Public lands and natural resources, 2)]",1325.0,96.42,blue,20,0.136363636364,house,114
L000578,7,11,339,0.382225569573,170,,2.34,Doug LaMalfa,R,4,11,0.272727272727,89,CA,"[(Health, 42), (Taxation, 35), (Armed forces and national security, 29), (Government operations and politics, 24), (Crime and law enforcement, 23)]","[(Native Americans, 2), (Public lands and natural resources, 2), (Government operations and politics, 1), (Finance and financial sector, 1), (Water resources development, 1)]",1325.0,95.9,red,20,0.636363636364,house,114
D000604,8,16,184,0.383672525439,168,,0.15,Charlie Dent,R,12,16,0.276785714286,86,PA,"[(Health, 50), (International affairs, 22), (Taxation, 17), (Crime and law enforcement, 16), (Armed forces and national security, 12)]","[(Health, 3), (Government operations and politics, 2), (Immigration, 2), (Energy, 2), (Crime and law enforcement, 1)]",1325.0,88.44,red,20,0.5,house,114
D000600,1,5,147,0.437689969605,59,,2.26,Mario Diaz-Balart,R,14,5,0.314285714286,58,FL,"[(International affairs, 38), (Taxation, 21), (Health, 19), (Crime and law enforcement, 11), (Government operations and politics, 8)]","[(Economics and public finance, 2), (Emergency management, 1), (Health, 1), (International affairs, 1)]",1325.0,90.97,red,20,0.2,house,114
D000216,2,48,375,0.623476227592,178,,4.45,Rosa DeLauro,D,26,48,0.222222222222,129,CT,"[(Health, 78), (Armed forces and national security, 30), (Crime and law enforcement, 25), (International affairs, 25), (Taxation, 24)]","[(Health, 15), (Taxation, 6), (Labor and employment, 6), (Agriculture and food, 4), (Government operations and politics, 3)]",1325.0,97.0,blue,20,0.0416666666667,house,114
K000210,22,28,385,0.396389426177,132,,1.28,Peter King,R,24,28,0.22193877551,142,NY,"[(Health, 61), (Armed forces and national security, 54), (Finance and financial sector, 41), (International affairs, 40), (Taxation, 33)]","[(Crime and law enforcement, 7), (Congress, 4), (Taxation, 3), (Health, 3), (Government operations and politics, 2)]",1325.0,90.6,red,20,0.785714285714,house,114
L000491,2,4,155,0.442004118051,49,,0.3,Frank Lucas,R,24,4,0.392857142857,28,OK,"[(Health, 24), (Finance and financial sector, 20), (Taxation, 15), (Environmental protection, 11), (Crime and law enforcement, 10)]","[(Taxation, 1), (Science, technology, communications, 1), (Finance and financial sector, 1), (Environmental protection, 1)]",1325.0,95.76,red,20,0.5,house,114
J000032,3,76,614,0.692203990545,113,,12.38,Sheila Jackson Lee,D,22,76,0.269005847953,90,TX,"[(Crime and law enforcement, 87), (Health, 75), (International affairs, 65), (Education, 46), (Government operations and politics, 43)]","[(Crime and law enforcement, 24), (International affairs, 9), (Education, 7), (Emergency management, 6), (Transportation and public works, 5)]",1325.0,95.09,blue,20,0.0394736842105,house,114
H000874,0,4,90,0.748480124708,59,,4.0,Steny Hoyer,D,36,4,0.5,16,MD,"[(Government operations and politics, 15), (Congress, 12), (Civil rights and liberties, minority issues, 9), (Crime and law enforcement, 6), (International affairs, 6)]","[(Congress, 3), (Government operations and politics, 1)]",1325.0,95.83,blue,20,0.0,house,114
B000589,0,2,1,0.794326241135,2,,97.24,John Boehner,R,26,2,0.357142857143,37,OH,"[(Civil rights and liberties, minority issues, 1)]","[(Education, 1), (International affairs, 1)]",580.0,68.75,red,20,0.0,house,114
S000364,4,14,149,0.473130563092,24,,0.83,John Shimkus,R,20,14,0.357142857143,37,IL,"[(Health, 33), (Taxation, 16), (Armed forces and national security, 14), (International affairs, 10), (Environmental protection, 10)]","[(Health, 10), (Science, technology, communications, 2), (Armed forces and national security, 1), (Environmental protection, 1)]",1325.0,94.29,red,20,0.285714285714,house,114
S000018,13,61,277,0.374222290499,181,,2.79,Matt Salmon,R,4,61,0.155737704918,224,AZ,"[(International affairs, 49), (Health, 31), (Crime and law enforcement, 23), (Immigration, 21), (Armed forces and national security, 18)]","[(International affairs, 13), (Education, 8), (Government operations and politics, 5), (Immigration, 5), (Environmental protection, 5)]",1325.0,93.48,red,20,0.213114754098,house,114
B000755,11,24,116,0.51100513573,8,,4.6,Kevin Brady,R,20,24,0.39880952381,24,TX,"[(Health, 18), (Taxation, 11), (Government operations and politics, 10), (Crime and law enforcement, 9), (Immigration, 6)]","[(Health, 8), (Taxation, 6), (Government operations and politics, 2), (Social welfare, 2), (Economics and public finance, 2)]",1325.0,97.23,red,20,0.458333333333,house,114
E000215,3,12,439,0.709758059218,89,,2.26,Anna Eshoo,D,24,12,0.277777777778,83,CA,"[(Health, 81), (Government operations and politics, 35), (International affairs, 33), (Armed forces and national security, 32), (Crime and law enforcement, 32)]","[(Science, technology, communications, 4), (Government operations and politics, 1), (Armed forces and national security, 1), (Transportation and public works, 1), (Health, 1)]",1325.0,96.6,blue,20,0.25,house,114
G000410,5,14,269,0.838178409687,15,,4.3,Gene Green,D,24,14,0.222222222222,129,TX,"[(Health, 40), (International affairs, 19), (Armed forces and national security, 17), (Government operations and politics, 17), (Taxation, 16)]","[(Health, 6), (Labor and employment, 2), (Government operations and politics, 1), (Congress, 1), (Commerce, 1)]",1325.0,87.62,blue,20,0.357142857143,house,114
C000537,2,6,111,0.698637062628,106,,5.81,James Clyburn,D,24,6,1.0,1,SC,"[(Government operations and politics, 16), (Civil rights and liberties, minority issues, 11), (Crime and law enforcement, 10), (Health, 9), (International affairs, 7)]","[(Public lands and natural resources, 3), (Government operations and politics, 1), (Crime and law enforcement, 1), (Civil rights and liberties, minority issues, 1)]",1325.0,95.19,blue,20,0.333333333333,house,114
C001094,9,13,285,0.411098668657,102,,1.74,Paul Cook,R,4,13,0.21978021978,144,CA,"[(International affairs, 53), (Armed forces and national security, 43), (Health, 29), (Taxation, 25), (Public lands and natural resources, 19)]","[(Public lands and natural resources, 5), (Crime and law enforcement, 3), (Armed forces and national security, 3), (Foreign trade and international finance, 1), (Social welfare, 1)]",1325.0,95.93,red,20,0.692307692308,house,114
C001096,2,9,462,0.385772619815,164,,2.94,Kevin Cramer,R,4,9,0.238095238095,118,ND,"[(Health, 83), (Armed forces and national security, 56), (Taxation, 41), (Crime and law enforcement, 41), (International affairs, 28)]","[(Armed forces and national security, 2), (Energy, 2), (Government operations and politics, 1), (International affairs, 1), (Native Americans, 1)]",1325.0,95.49,red,20,0.222222222222,house,114
C001097,3,29,474,0.711559142437,87,,8.45,Tony Cárdenas,D,4,29,0.222222222222,129,CA,"[(Health, 77), (Education, 41), (Armed forces and national security, 38), (Crime and law enforcement, 36), (International affairs, 30)]","[(Crime and law enforcement, 4), (Civil rights and liberties, minority issues, 4), (Commerce, 3), (Health, 3), (Education, 3)]",1325.0,95.71,blue,20,0.103448275862,house,114
C001090,10,65,595,0.66022911113,151,,2.34,Matt Cartwright,D,4,65,0.263247863248,97,PA,"[(Health, 92), (Taxation, 58), (Armed forces and national security, 54), (Government operations and politics, 42), (Education, 37)]","[(Armed forces and national security, 7), (Health, 7), (Government operations and politics, 7), (Energy, 6), (Education, 6)]",1325.0,95.83,blue,20,0.153846153846,house,114
C001091,4,13,153,0.866947870341,9,,6.87,Joaquín Castro,D,4,13,0.324786324786,58,TX,"[(Armed forces and national security, 15), (Government operations and politics, 15), (Civil rights and liberties, minority issues, 15), (International affairs, 14), (Health, 14)]","[(International affairs, 4), (Immigration, 2), (Education, 2), (Armed forces and national security, 2), (Crime and law enforcement, 1)]",1325.0,96.68,blue,20,0.307692307692,house,114
C001092,5,20,334,0.394190342719,139,,2.34,Chris Collins,R,4,20,0.214285714286,146,NY,"[(Health, 79), (Taxation, 30), (Armed forces and national security, 24), (International affairs, 21), (Crime and law enforcement, 19)]","[(Health, 10), (Government operations and politics, 3), (Education, 2), (Finance and financial sector, 1), (Social welfare, 1)]",1325.0,94.51,red,20,0.25,house,114
C001093,7,38,181,0.39112887426,144,,1.89,Doug Collins,R,4,38,0.342105263158,46,GA,"[(Health, 26), (Government operations and politics, 23), (Crime and law enforcement, 19), (Taxation, 16), (Immigration, 15)]","[(Congress, 16), (Government operations and politics, 5), (Crime and law enforcement, 3), (None, 2), (Armed forces and national security, 2)]",1325.0,94.31,red,20,0.184210526316,house,114
S000244,17,38,233,0.395458557818,135,,0.0,F. Sensenbrenner,R,38,38,0.236842105263,124,WI,"[(Health, 54), (Taxation, 27), (Crime and law enforcement, 25), (International affairs, 21), (Armed forces and national security, 19)]","[(Crime and law enforcement, 10), (Taxation, 6), (Health, 4), (Environmental protection, 3), (Transportation and public works, 2)]",1325.0,90.94,red,20,0.447368421053,house,114
S000248,2,17,398,0.674109048751,136,,1.06,José Serrano,D,28,17,0.457516339869,20,NY,"[(Crime and law enforcement, 46), (Health, 39), (Government operations and politics, 37), (Armed forces and national security, 34), (International affairs, 32)]","[(Taxation, 3), (Government operations and politics, 2), (Immigration, 2), (International affairs, 2), (Agriculture and food, 2)]",1325.0,96.72,blue,20,0.117647058824,house,114
E000179,13,36,395,0.795852284499,24,,7.12,Eliot Engel,D,28,36,0.395061728395,34,NY,"[(International affairs, 98), (Health, 65), (Crime and law enforcement, 35), (Government operations and politics, 23), (Education, 23)]","[(International affairs, 12), (Health, 5), (Crime and law enforcement, 4), (Transportation and public works, 4), (Energy, 3)]",1320.0,95.92,blue,20,0.361111111111,house,114
R000570,4,10,34,0.680433875678,3,,56.23,Paul Ryan,R,18,10,0.364285714286,32,WI,"[(Transportation and public works, 5), (Government operations and politics, 4), (Health, 4), (International affairs, 3), (Crime and law enforcement, 2)]","[(Congress, 2), (Foreign trade and international finance, 2), (Health, 2), (Government operations and politics, 1), (Families, 1)]",1325.0,96.03,red,20,0.4,house,114
R000575,1,4,170,0.350438047559,227,,2.57,Mike Rogers,R,16,4,0.142857142857,228,AL,"[(Health, 31), (Armed forces and national security, 16), (Crime and law enforcement, 14), (International affairs, 14), (Immigration, 13)]","[(Taxation, 1), (Public lands and natural resources, 1), (Armed forces and national security, 1), (International affairs, 1)]",1325.0,93.57,red,20,0.25,house,114
R000577,7,25,478,0.664924650319,148,,4.75,Tim Ryan,D,14,25,0.222222222222,129,OH,"[(Health, 108), (Armed forces and national security, 64), (Education, 40), (Taxation, 34), (Crime and law enforcement, 26)]","[(Health, 5), (Armed forces and national security, 3), (Education, 3), (Taxation, 2), (Crime and law enforcement, 1)]",1325.0,94.61,blue,20,0.28,house,114
R000576,3,5,192,0.684820732658,124,,4.45,C.A. Dutch Ruppersberger,D,14,5,0.222222222222,129,MD,"[(Health, 47), (Armed forces and national security, 21), (Government operations and politics, 21), (Taxation, 21), (Crime and law enforcement, 10)]","[(Government operations and politics, 1), (Taxation, 1), (Sports and recreation, 1), (Public lands and natural resources, 1), (Armed forces and national security, 1)]",1325.0,91.39,blue,20,0.6,house,114
R000578,21,30,173,0.456278440536,35,,3.85,Dave Reichert,R,12,30,0.204761904762,161,WA,"[(Taxation, 40), (Health, 25), (Crime and law enforcement, 16), (International affairs, 14), (Armed forces and national security, 9)]","[(Taxation, 10), (Crime and law enforcement, 4), (Labor and employment, 3), (Health, 3), (Transportation and public works, 2)]",1325.0,86.81,red,20,0.7,house,114
C000714,3,32,636,0.639869703966,165,,5.43,John Conyers,D,52,32,0.222222222222,129,MI,"[(Health, 87), (Crime and law enforcement, 71), (Armed forces and national security, 48), (International affairs, 48), (Government operations and politics, 42)]","[(Crime and law enforcement, 6), (Finance and financial sector, 5), (Labor and employment, 4), (Civil rights and liberties, minority issues, 3), (Health, 3)]",1325.0,95.37,blue,20,0.09375,house,114
N000188,3,8,277,0.67440931256,135,,2.11,Donald Norcross,D,4,8,0.472222222222,18,NJ,"[(Health, 52), (Armed forces and national security, 34), (Crime and law enforcement, 20), (Government operations and politics, 19), (International affairs, 17)]","[(Labor and employment, 3), (Armed forces and national security, 2), (Social welfare, 1), (Transportation and public works, 1), (Government operations and politics, 1)]",1325.0,93.75,blue,20,0.375,house,114
N000189,3,20,270,0.40267927502,118,,0.68,Dan Newhouse,R,2,20,0.282142857143,85,WA,"[(Health, 43), (Armed forces and national security, 24), (Crime and law enforcement, 24), (Taxation, 21), (International affairs, 21)]","[(Congress, 11), (Public lands and natural resources, 2), (Animals, 1), (Water resources development, 1), (Energy, 1)]",1325.0,93.92,red,20,0.15,house,114
W000810,2,25,87,0.486182440695,15,,1.36,Rob Woodall,R,6,25,0.32,56,GA,"[(Health, 14), (International affairs, 13), (Armed forces and national security, 8), (Government operations and politics, 7), (Economics and public finance, 7)]","[(Congress, 19), (None, 2), (Economics and public finance, 1), (Taxation, 1), (Transportation and public works, 1)]",1325.0,93.5,red,20,0.08,house,114
W000816,4,20,198,0.484418654631,16,,6.34,Roger Williams,R,4,20,0.164285714286,216,TX,"[(Health, 36), (Finance and financial sector, 31), (Taxation, 24), (International affairs, 21), (Crime and law enforcement, 12)]","[(Taxation, 8), (Finance and financial sector, 5), (Animals, 1), (Water resources development, 1), (Immigration, 1)]",1325.0,96.13,red,20,0.2,house,114
W000815,5,14,184,0.398242368178,126,,1.43,Brad Wenstrup,R,4,14,0.224489795918,136,OH,"[(Health, 50), (Armed forces and national security, 21), (Taxation, 14), (International affairs, 13), (Crime and law enforcement, 12)]","[(Armed forces and national security, 9), (Congress, 2), (Energy, 1), (Health, 1), (Crime and law enforcement, 1)]",1325.0,95.41,red,20,0.357142857143,house,114
W000814,1,14,374,0.375924451018,179,,0.6,Randy Weber,R,4,14,0.173469387755,211,TX,"[(International affairs, 111), (Immigration, 34), (Crime and law enforcement, 27), (Health, 24), (Armed forces and national security, 18)]","[(Transportation and public works, 3), (Crime and law enforcement, 2), (International affairs, 2), (Taxation, 2), (Families, 1)]",1325.0,92.86,red,20,0.0714285714286,house,114
N000181,11,21,190,0.440014930944,56,,0.3,Devin Nunes,R,14,21,0.265306122449,94,CA,"[(Health, 45), (Taxation, 31), (Armed forces and national security, 19), (International affairs, 16), (Government operations and politics, 9)]","[(Armed forces and national security, 6), (Taxation, 5), (International affairs, 3), (Health, 3), (Public lands and natural resources, 2)]",1325.0,95.31,red,20,0.52380952381,house,114
N000182,3,12,224,0.432624113475,68,,0.83,Randy Neugebauer,R,14,12,0.380952380952,29,TX,"[(Finance and financial sector, 35), (Health, 25), (Taxation, 24), (Armed forces and national security, 14), (Government operations and politics, 14)]","[(Finance and financial sector, 5), (Emergency management, 1), (Water resources development, 1), (Taxation, 1), (Transportation and public works, 1)]",1325.0,95.97,red,20,0.25,house,114
N000184,10,24,196,0.430597771023,74,,2.49,Kristi Noem,R,6,24,0.232142857143,128,SD,"[(Taxation, 46), (Health, 40), (Armed forces and national security, 18), (Crime and law enforcement, 10), (Government operations and politics, 8)]","[(Health, 6), (Taxation, 4), (Public lands and natural resources, 3), (Agriculture and food, 2), (Social welfare, 2)]",1325.0,94.81,red,20,0.416666666667,house,114
N000185,1,7,215,0.390697674419,147,,13.58,Richard Nugent,R,6,7,0.142857142857,228,FL,"[(Health, 39), (Armed forces and national security, 38), (Taxation, 17), (Crime and law enforcement, 16), (International affairs, 16)]","[(Crime and law enforcement, 3), (Armed forces and national security, 1), (Public lands and natural resources, 1), (Congress, 1), (Taxation, 1)]",1325.0,92.75,red,20,0.142857142857,house,114
N000186,0,0,26,0.297872340426,247,,NA,Alan Nunnelee,R,6,0,0.0,251,MS,"[(Health, 10), (Taxation, 4), (Education, 2), (Emergency management, 1), (Government operations and politics, 1)]",[],,NA,red,20,,house,114
K000387,8,14,197,0.493429816035,11,,1.51,Steve Knight,R,2,14,0.244897959184,112,CA,"[(Health, 33), (Armed forces and national security, 31), (Government operations and politics, 18), (Commerce, 14), (International affairs, 14)]","[(Commerce, 3), (Water resources development, 2), (Energy, 2), (Transportation and public works, 2), (Public lands and natural resources, 2)]",1325.0,95.71,red,20,0.571428571429,house,114
H000324,7,26,815,0.637090982121,170,,15.47,Alcee Hastings,D,24,26,0.222222222222,129,FL,"[(Health, 172), (Crime and law enforcement, 72), (International affairs, 65), (Education, 61), (Armed forces and national security, 51)]","[(International affairs, 7), (Health, 6), (Crime and law enforcement, 2), (Armed forces and national security, 2), (Education, 2)]",1325.0,94.46,blue,20,0.269230769231,house,114
K000385,0,16,328,0.723402182385,72,,8.38,Robin Kelly,D,4,16,0.243055555556,119,IL,"[(Health, 62), (Crime and law enforcement, 44), (International affairs, 31), (Government operations and politics, 27), (Armed forces and national security, 26)]","[(Health, 5), (Crime and law enforcement, 4), (Social welfare, 2), (Commerce, 1), (Taxation, 1)]",1325.0,96.87,blue,20,0.0,house,114
P000373,9,24,129,0.408708560119,107,,2.64,Joe Pitts,R,20,24,0.202380952381,164,PA,"[(International affairs, 29), (Health, 17), (Armed forces and national security, 9), (Taxation, 8), (Civil rights and liberties, minority issues, 8)]","[(Health, 13), (International affairs, 4), (Crime and law enforcement, 2), (Sports and recreation, 2), (Families, 1)]",1325.0,96.05,red,20,0.375,house,114
K000382,8,19,445,0.760531409005,47,,0.83,Ann Kuster,D,4,19,0.33918128655,50,NH,"[(Health, 74), (Armed forces and national security, 61), (Taxation, 44), (Education, 33), (International affairs, 25)]","[(Armed forces and national security, 4), (Health, 3), (Commerce, 2), (Crime and law enforcement, 2), (Education, 2)]",1325.0,94.22,blue,20,0.421052631579,house,114
F000043,0,9,285,0.691217130902,114,,24.02,Chaka Fattah,D,22,9,0.222222222222,129,PA,"[(Health, 65), (Crime and law enforcement, 24), (Education, 21), (Armed forces and national security, 19), (Government operations and politics, 18)]","[(Education, 4), (Health, 2), (Crime and law enforcement, 1), (Economics and public finance, 1), (Congress, 1)]",1045.0,96.22,blue,20,0.0,house,114
K000380,2,20,280,0.78375459303,29,,3.02,Dan Kildee,D,4,20,0.272222222222,86,MI,"[(Health, 49), (International affairs, 23), (Finance and financial sector, 21), (Government operations and politics, 19), (Armed forces and national security, 18)]","[(Environmental protection, 5), (International affairs, 3), (Education, 3), (Armed forces and national security, 2), (Public lands and natural resources, 2)]",1325.0,96.97,blue,20,0.1,house,114
S000051,3,10,129,0.370993457584,193,,2.94,Mark Sanford,R,4,10,0.142857142857,228,SC,"[(Health, 19), (Immigration, 12), (Economics and public finance, 11), (Government operations and politics, 10), (Crime and law enforcement, 10)]","[(Economics and public finance, 3), (Taxation, 2), (Transportation and public works, 1), (International affairs, 1), (Labor and employment, 1)]",1325.0,85.15,red,20,0.3,house,114
V000081,0,18,284,0.761304381237,45,,1.67,Nydia Velázquez,D,24,18,0.41975308642,25,NY,"[(Health, 33), (International affairs, 29), (Crime and law enforcement, 24), (Government operations and politics, 22), (Education, 18)]","[(Commerce, 5), (Housing and community development, 3), (Finance and financial sector, 3), (Crime and law enforcement, 2), (Health, 2)]",1320.0,95.99,blue,20,0.0,house,114
V000128,3,17,495,0.612626656274,185,,3.02,Chris Van Hollen,D,14,17,0.222222222222,129,MD,"[(Health, 71), (Crime and law enforcement, 63), (Taxation, 43), (Armed forces and national security, 34), (Government operations and politics, 34)]","[(Economics and public finance, 3), (Taxation, 2), (Transportation and public works, 2), (Health, 2), (Education, 2)]",1325.0,97.28,blue,20,0.176470588235,house,114
V000129,3,7,248,0.390757263784,146,,0.6,David Valadao,R,4,7,0.285714285714,72,CA,"[(Health, 44), (Armed forces and national security, 31), (Taxation, 25), (Public lands and natural resources, 15), (Government operations and politics, 14)]","[(Water resources development, 3), (Taxation, 2), (Government operations and politics, 1), (Armed forces and national security, 1)]",1325.0,91.57,red,20,0.428571428571,house,114
A000055,0,5,129,0.430260047281,75,,1.66,Robert Aderholt,R,20,5,0.2,168,AL,"[(Health, 28), (International affairs, 16), (Taxation, 12), (Crime and law enforcement, 10), (Armed forces and national security, 7)]","[(Agriculture and food, 2), (Economics and public finance, 1), (Health, 1), (International affairs, 1)]",1325.0,94.4,red,20,0.0,house,114
M001163,3,12,408,0.718295814039,76,,0.83,Doris Matsui,D,12,12,0.240740740741,121,CA,"[(Health, 103), (Education, 28), (Crime and law enforcement, 27), (Government operations and politics, 26), (Armed forces and national security, 23)]","[(Health, 3), (Science, technology, communications, 3), (Water resources development, 2), (Transportation and public works, 2), (Finance and financial sector, 1)]",1325.0,97.18,blue,20,0.25,house,114
M001160,3,16,582,0.634406312525,173,,8.3,Gwen Moore,D,12,16,0.263888888889,93,WI,"[(Health, 101), (Crime and law enforcement, 62), (International affairs, 42), (Taxation, 41), (Education, 41)]","[(Finance and financial sector, 4), (Crime and law enforcement, 3), (Social welfare, 2), (Transportation and public works, 2), (Education, 2)]",1325.0,95.39,blue,20,0.1875,house,114
M001166,3,28,329,0.670543250882,142,,2.04,Jerry McNerney,D,10,28,0.349206349206,42,CA,"[(Health, 52), (Education, 35), (Crime and law enforcement, 28), (Government operations and politics, 27), (Public lands and natural resources, 18)]","[(Taxation, 4), (Government operations and politics, 3), (Crime and law enforcement, 3), (Water resources development, 3), (Education, 3)]",1325.0,95.69,blue,20,0.107142857143,house,114
M001165,1,23,14,1.0,1,,1.43,Kevin McCarthy,R,10,23,0.512422360248,8,CA,"[(Government operations and politics, 5), (Water resources development, 2), (Public lands and natural resources, 2), (Sports and recreation, 1), (Armed forces and national security, 1)]","[(Congress, 11), (Government operations and politics, 3), (Emergency management, 1), (Crime and law enforcement, 1), (Law, 1)]",1325.0,96.25,red,20,0.0434782608696,house,114
P000096,14,26,400,0.735555339049,64,,3.25,Bill Pascrell,D,20,26,0.222222222222,129,NJ,"[(Health, 77), (Taxation, 64), (International affairs, 35), (Crime and law enforcement, 26), (Education, 23)]","[(Taxation, 6), (Health, 4), (Education, 3), (Commerce, 2), (Crime and law enforcement, 2)]",1325.0,95.63,blue,20,0.538461538462,house,114
B001245,2,11,324,0.646596518576,159,,NA,Madeleine Bordallo,D,14,11,0.40404040404,29,GU,"[(Armed forces and national security, 82), (Health, 40), (International affairs, 29), (Education, 22), (Government operations and politics, 14)]","[(Government operations and politics, 2), (Social welfare, 2), (Public lands and natural resources, 2), (Armed forces and national security, 1), (Immigration, 1)]",,NA,blue,20,0.181818181818,house,114
P000258,1,3,337,0.759035643001,48,,1.21,Collin Peterson,D,26,3,0.296296296296,73,MN,"[(Health, 88), (Taxation, 42), (Armed forces and national security, 33), (Government operations and politics, 17), (Transportation and public works, 15)]","[(Foreign trade and international finance, 1), (Transportation and public works, 1), (Housing and community development, 1)]",1325.0,64.4,blue,20,0.333333333333,house,114
