id,bi_sponsor_bi,bi_sponsor_count,cosponsor_count,cosponsor_normalized,cosponsor_rank,dw_nominate,missed_votes_pct,name,party,seniority,sponsor_count,sponsor_normalized,sponsor_rank,state,top_cosponsor_subjects,top_cosponsor_subjects_1_text,top_cosponsor_subjects_1_count,top_cosponsor_subjects_2_text,top_cosponsor_subjects_2_count,top_cosponsor_subjects_3_text,top_cosponsor_subjects_3_count,top_cosponsor_subjects_4_text,top_cosponsor_subjects_4_count,top_cosponsor_subjects_5_text,top_cosponsor_subjects_5_count,top_sponsor_subjects,top_sponsor_subjects_1_text,top_sponsor_subjects_1_count,top_sponsor_subjects_2_text,top_sponsor_subjects_2_count,top_sponsor_subjects_3_text,top_sponsor_subjects_3_count,top_sponsor_subjects_4_text,top_sponsor_subjects_4_count,top_sponsor_subjects_5_text,top_sponsor_subjects_5_count,total_votes,votes_with_party_pct,color,size,bi_pct,chamber,congress
C001051,0,7,151,0.502371894,10,,6.03,John Carter,R,14,7,0.204081633,162,TX,"[(Health, 23), (Armed forces and national security, 18), (Taxation, 16), (Crime and law enforcement, 16), (Immigration, 12)]",Health,23,Armed forces and national security,18,Taxation,16,Crime and law enforcement,16,Immigration,12,"[(Emergency management, 2), (Armed forces and national security, 2), (Law, 1), (Crime and law enforcement, 1), (International affairs, 1)]",Emergency management,2,Armed forces and national security,2,,"Law, 1",Crime and law enforcement,1,International affairs,1,1311,95.13,red,20,0,house,114
C001053,3,18,275,0.409439072,106,,1.51,Tom Cole,R,14,18,0.28968254,71,OK,"[(Armed forces and national security, 44), (Health, 39), (Taxation, 30), (Crime and law enforcement, 20), (Native Americans, 19)]",Armed forces and national security,44,Health,39,Taxation,30,Crime and law enforcement,20,Native Americans,19,"[(Congress, 8), (Economics and public finance, 2), (Native Americans, 2), (Commerce, 1), (Taxation, 1)]",Congress,8,Economics and public finance,2,Native Americans,2,Commerce,1,Taxation,1,1325,93.64,red,20,0.166666667,house,114
R000435,17,25,260,0.406710311,110,,1.43,Ileana Ros-Lehtinen,R,28,25,0.285714286,72,FL,"[(International affairs, 74), (Health, 45), (Crime and law enforcement, 18), (Armed forces and national security, 17), (Education, 11)]",International affairs,74,Health,45,Crime and law enforcement,18,Armed forces and national security,17,Education,11,"[(International affairs, 17), (Crime and law enforcement, 2), (Public lands and natural resources, 2), (Health, 2), (Commerce, 1)]",International affairs,17,Crime and law enforcement,2,Public lands and natural resources,2,Health,2,Commerce,1,1325,83.61,red,20,0.68,house,114
G000566,1,2,127,0.408108561,108,,4.53,Trey Gowdy,R,6,2,0.214285714,146,SC,"[(Health, 21), (Crime and law enforcement, 20), (Immigration, 13), (International affairs, 10), (Economics and public finance, 7)]",Health,21,Crime and law enforcement,20,Immigration,13,International affairs,10,Economics and public finance,7,"[(Crime and law enforcement, 1), (Immigration, 1)]",Crime and law enforcement,1,Immigration,1,,,,,,,1324,96.36,red,20,0.5,house,114
G000565,12,40,408,0.373070505,188,,4.08,Paul Gosar,R,6,40,0.178571429,198,AZ,"[(Immigration, 48), (Taxation, 38), (Health, 35), (Crime and law enforcement, 28), (International affairs, 26)]",Immigration,48,Taxation,38,Health,35,Crime and law enforcement,28,International affairs,26,"[(Public lands and natural resources, 9), (Immigration, 5), (Environmental protection, 4), (Government operations and politics, 3), (Health, 3)]",Public lands and natural resources,9,Immigration,5,Environmental protection,4,Government operations and politics,3,Health,3,1325,90.87,red,20,0.3,house,114
G000564,16,21,393,0.411816722,101,,0.91,Chris Gibson,R,6,21,0.224489796,136,NY,"[(Health, 58), (Armed forces and national security, 57), (International affairs, 44), (Crime and law enforcement, 34), (Taxation, 31)]",Health,58,Armed forces and national security,57,International affairs,44,Crime and law enforcement,34,Taxation,31,"[(Armed forces and national security, 5), (Education, 3), (Health, 2), (Emergency management, 1), (Government operations and politics, 1)]",Armed forces and national security,5,Education,3,Health,2,Emergency management,1,Government operations and politics,1,1325,76.69,red,20,0.761904762,house,114
G000563,0,6,222,0.377931123,173,,0.83,Bob Gibbs,R,6,6,0.214285714,146,OH,"[(Health, 42), (Taxation, 27), (International affairs, 18), (Armed forces and national security, 17), (Crime and law enforcement, 12)]",Health,42,Taxation,27,International affairs,18,Armed forces and national security,17,Crime and law enforcement,12,"[(Environmental protection, 3), (Public lands and natural resources, 1), (Water resources development, 1), (Transportation and public works, 1)]",Environmental protection,3,Public lands and natural resources,1,Water resources development,1,Transportation and public works,1,,,1325,95.89,red,20,0,house,114
G000560,0,3,140,0.396453901,131,,2.11,Tom Graves,R,8,3,1,1,GA,"[(Health, 31), (Taxation, 14), (Crime and law enforcement, 12), (Armed forces and national security, 10), (Immigration, 9)]",Health,31,Taxation,14,Crime and law enforcement,12,Armed forces and national security,10,Immigration,9,"[(Economics and public finance, 3)]",Economics and public finance,3,,,,,,,,,1325,94.29,red,20,0,house,114
C000059,6,17,202,0.441401587,52,,1.28,Ken Calvert,R,24,17,0.210084034,155,CA,"[(Armed forces and national security, 28), (Health, 26), (Taxation, 22), (Government operations and politics, 19), (International affairs, 18)]",Armed forces and national security,28,Health,26,Taxation,22,Government operations and politics,19,International affairs,18,"[(Armed forces and national security, 5), (Economics and public finance, 2), (Crime and law enforcement, 2), (Government operations and politics, 1), (Transportation and public works, 1)]",Armed forces and national security,5,Economics and public finance,2,Crime and law enforcement,2,Government operations and politics,1,Transportation and public works,1,1325,93.58,red,20,0.352941176,house,114
G000569,0,0,0,0,253,,NA,Mike Grimm,R,6,0,0,251,NY,[],,,,,,,,,,,[],,,,,,,,,,,,NA,red,20,,house,114
G000568,6,26,193,0.385845001,163,,0.98,Morgan Griffith,R,6,26,0.175824176,204,VA,"[(Health, 61), (Taxation, 15), (Armed forces and national security, 14), (Environmental protection, 11), (International affairs, 10)]",Health,61,Taxation,15,Armed forces and national security,14,Environmental protection,11,International affairs,10,"[(Health, 13), (Congress, 2), (Energy, 2), (Economics and public finance, 1), (Animals, 1)]",Health,13,Congress,2,Energy,2,Economics and public finance,1,Animals,1,1325,89.56,red,20,0.230769231,house,114
C000754,3,7,174,0.776950574,32,,1.58,Jim Cooper,D,14,7,0.222222222,129,TN,"[(Health, 28), (Government operations and politics, 21), (Armed forces and national security, 17), (Congress, 11), (Finance and financial sector, 11)]",Health,28,Government operations and politics,21,Armed forces and national security,17,Congress,11,Finance and financial sector,11,"[(Congress, 6), (Health, 1)]",Congress,6,Health,1,,,,,,,1325,86.12,blue,20,0.428571429,house,114
J000294,6,16,357,0.743098175,61,,3.47,Hakeem Jeffries,D,4,16,0.347222222,43,NY,"[(Crime and law enforcement, 61), (Health, 41), (Government operations and politics, 30), (International affairs, 27), (Civil rights and liberties, minority issues, 26)]",Crime and law enforcement,61,Health,41,Government operations and politics,30,International affairs,27,"Civil rights and liberties, minority issues",26,"[(Crime and law enforcement, 6), (Taxation, 3), (Emergency management, 1), (Government operations and politics, 1), (Commerce, 1)]",Crime and law enforcement,6,Taxation,3,Emergency management,1,Government operations and politics,1,Commerce,1,1325,97.26,blue,20,0.375,house,114
J000295,5,5,333,0.388218005,155,,3.09,Dave Joyce,R,4,5,0.228571429,131,OH,"[(Health, 79), (Armed forces and national security, 37), (Taxation, 35), (Crime and law enforcement, 28), (International affairs, 22)]",Health,79,Armed forces and national security,37,Taxation,35,Crime and law enforcement,28,International affairs,22,"[(Education, 2), (Labor and employment, 1), (Health, 1), (Environmental protection, 1)]",Education,2,Labor and employment,1,Health,1,Environmental protection,1,,,1325,90.73,red,20,1,house,114
J000296,9,31,301,0.387596899,157,,5.81,David Jolly,R,4,31,0.142857143,228,FL,"[(Health, 65), (Armed forces and national security, 44), (Taxation, 28), (Crime and law enforcement, 23), (Finance and financial sector, 20)]",Health,65,Armed forces and national security,44,Taxation,28,Crime and law enforcement,23,Finance and financial sector,20,"[(Taxation, 5), (Armed forces and national security, 5), (Finance and financial sector, 3), (Government operations and politics, 2), (Crime and law enforcement, 2)]",Taxation,5,Armed forces and national security,5,Finance and financial sector,3,Government operations and politics,2,Crime and law enforcement,2,1325,87.74,red,20,0.290322581,house,114
L000570,6,23,246,0.709522271,90,,1.13,Ben Luján,D,8,23,0.260869565,100,NM,"[(Health, 68), (Armed forces and national security, 23), (Public lands and natural resources, 17), (Government operations and politics, 15), (Education, 13)]",Health,68,Armed forces and national security,23,Public lands and natural resources,17,Government operations and politics,15,Education,13,"[(Native Americans, 6), (Health, 6), (Armed forces and national security, 2), (Energy, 2), (Education, 2)]",Native Americans,6,Health,6,Armed forces and national security,2,Energy,2,Education,2,1325,95.65,blue,20,0.260869565,house,114
J000290,15,33,376,0.356496152,213,,2.04,Lynn Jenkins,R,8,33,0.203463203,163,KS,"[(Health, 73), (Taxation, 48), (Armed forces and national security, 36), (Crime and law enforcement, 34), (International affairs, 29)]",Health,73,Taxation,48,Armed forces and national security,36,Crime and law enforcement,34,International affairs,29,"[(Health, 15), (Taxation, 8), (Government operations and politics, 2), (Education, 2), (Transportation and public works, 1)]",Health,15,Taxation,8,Government operations and politics,2,Education,2,Transportation and public works,1,1325,94.84,red,20,0.454545455,house,114
L000576,3,7,218,0.385321101,165,,4.45,Billy Long,R,6,7,0.142857143,228,MO,"[(Health, 63), (Taxation, 28), (Government operations and politics, 16), (Environmental protection, 15), (Immigration, 11)]",Health,63,Taxation,28,Government operations and politics,16,Environmental protection,15,Immigration,11,"[(Health, 6), (Government operations and politics, 1)]",Health,6,Government operations and politics,1,,,,,,,1325,96.37,red,20,0.428571429,house,114
J000292,2,6,362,0.373026135,190,,0.3,Bill Johnson,R,6,6,0.30952381,60,OH,"[(Health, 87), (Taxation, 39), (International affairs, 35), (Armed forces and national security, 34), (Crime and law enforcement, 33)]",Health,87,Taxation,39,International affairs,35,Armed forces and national security,34,Crime and law enforcement,33,"[(Energy, 2), (Armed forces and national security, 2), (Health, 1), (Environmental protection, 1)]",Energy,2,Armed forces and national security,2,Health,1,Environmental protection,1,,,1325,95.16,red,20,0.333333333,house,114
L000579,3,22,652,0.698726623,105,,0.98,Alan Lowenthal,D,4,22,0.328282828,56,CA,"[(Health, 72), (International affairs, 72), (Armed forces and national security, 67), (Government operations and politics, 41), (Crime and law enforcement, 40)]",Health,72,International affairs,72,Armed forces and national security,67,Government operations and politics,41,Crime and law enforcement,40,"[(International affairs, 7), (Energy, 3), (Armed forces and national security, 3), (Animals, 2), (Public lands and natural resources, 2)]",International affairs,7,Energy,3,Armed forces and national security,3,Animals,2,Public lands and natural resources,2,1325,96.42,blue,20,0.136363636,house,114
L000578,7,11,339,0.38222557,170,,2.34,Doug LaMalfa,R,4,11,0.272727273,89,CA,"[(Health, 42), (Taxation, 35), (Armed forces and national security, 29), (Government operations and politics, 24), (Crime and law enforcement, 23)]",Health,42,Taxation,35,Armed forces and national security,29,Government operations and politics,24,Crime and law enforcement,23,"[(Native Americans, 2), (Public lands and natural resources, 2), (Government operations and politics, 1), (Finance and financial sector, 1), (Water resources development, 1)]",Native Americans,2,Public lands and natural resources,2,Government operations and politics,1,Finance and financial sector,1,Water resources development,1,1325,95.9,red,20,0.636363636,house,114
D000604,8,16,184,0.383672525,168,,0.15,Charlie Dent,R,12,16,0.276785714,86,PA,"[(Health, 50), (International affairs, 22), (Taxation, 17), (Crime and law enforcement, 16), (Armed forces and national security, 12)]",Health,50,International affairs,22,Taxation,17,Crime and law enforcement,16,Armed forces and national security,12,"[(Health, 3), (Government operations and politics, 2), (Immigration, 2), (Energy, 2), (Crime and law enforcement, 1)]",Health,3,Government operations and politics,2,Immigration,2,Energy,2,Crime and law enforcement,1,1325,88.44,red,20,0.5,house,114
D000600,1,5,147,0.43768997,59,,2.26,Mario Diaz-Balart,R,14,5,0.314285714,58,FL,"[(International affairs, 38), (Taxation, 21), (Health, 19), (Crime and law enforcement, 11), (Government operations and politics, 8)]",International affairs,38,Taxation,21,Health,19,Crime and law enforcement,11,Government operations and politics,8,"[(Economics and public finance, 2), (Emergency management, 1), (Health, 1), (International affairs, 1)]",Economics and public finance,2,Emergency management,1,Health,1,International affairs,1,,,1325,90.97,red,20,0.2,house,114
D000216,2,48,375,0.623476228,178,,4.45,Rosa DeLauro,D,26,48,0.222222222,129,CT,"[(Health, 78), (Armed forces and national security, 30), (Crime and law enforcement, 25), (International affairs, 25), (Taxation, 24)]",Health,78,Armed forces and national security,30,Crime and law enforcement,25,International affairs,25,Taxation,24,"[(Health, 15), (Taxation, 6), (Labor and employment, 6), (Agriculture and food, 4), (Government operations and politics, 3)]",Health,15,Taxation,6,Labor and employment,6,Agriculture and food,4,Government operations and politics,3,1325,97,blue,20,0.041666667,house,114
K000210,22,28,385,0.396389426,132,,1.28,Peter King,R,24,28,0.221938776,142,NY,"[(Health, 61), (Armed forces and national security, 54), (Finance and financial sector, 41), (International affairs, 40), (Taxation, 33)]",Health,61,Armed forces and national security,54,Finance and financial sector,41,International affairs,40,Taxation,33,"[(Crime and law enforcement, 7), (Congress, 4), (Taxation, 3), (Health, 3), (Government operations and politics, 2)]",Crime and law enforcement,7,Congress,4,Taxation,3,Health,3,Government operations and politics,2,1325,90.6,red,20,0.785714286,house,114
L000491,2,4,155,0.442004118,49,,0.3,Frank Lucas,R,24,4,0.392857143,28,OK,"[(Health, 24), (Finance and financial sector, 20), (Taxation, 15), (Environmental protection, 11), (Crime and law enforcement, 10)]",Health,24,Finance and financial sector,20,Taxation,15,Environmental protection,11,Crime and law enforcement,10,"[(Taxation, 1), (Science, technology, communications, 1), (Finance and financial sector, 1), (Environmental protection, 1)]",Taxation,1,"Science, technology, communications",1,Finance and financial sector,1,Environmental protection,1,,,1325,95.76,red,20,0.5,house,114
J000032,3,76,614,0.692203991,113,,12.38,Sheila Jackson Lee,D,22,76,0.269005848,90,TX,"[(Crime and law enforcement, 87), (Health, 75), (International affairs, 65), (Education, 46), (Government operations and politics, 43)]",Crime and law enforcement,87,Health,75,International affairs,65,Education,46,Government operations and politics,43,"[(Crime and law enforcement, 24), (International affairs, 9), (Education, 7), (Emergency management, 6), (Transportation and public works, 5)]",Crime and law enforcement,24,International affairs,9,Education,7,Emergency management,6,Transportation and public works,5,1325,95.09,blue,20,0.039473684,house,114
H000874,0,4,90,0.748480125,59,,4,Steny Hoyer,D,36,4,0.5,16,MD,"[(Government operations and politics, 15), (Congress, 12), (Civil rights and liberties, minority issues, 9), (Crime and law enforcement, 6), (International affairs, 6)]",Government operations and politics,15,Congress,12,"Civil rights and liberties, minority issues",9,Crime and law enforcement,6,International affairs,6,"[(Congress, 3), (Government operations and politics, 1)]",Congress,3,Government operations and politics,1,,,,,,,1325,95.83,blue,20,0,house,114
B000589,0,2,1,0.794326241,2,,97.24,John Boehner,R,26,2,0.357142857,37,OH,"[(Civil rights and liberties, minority issues, 1)]","Civil rights and liberties, minority issues",1,,,,,,,,,"[(Education, 1), (International affairs, 1)]",Education,1,International affairs,1,,,,,,,580,68.75,red,20,0,house,114
S000364,4,14,149,0.473130563,24,,0.83,John Shimkus,R,20,14,0.357142857,37,IL,"[(Health, 33), (Taxation, 16), (Armed forces and national security, 14), (International affairs, 10), (Environmental protection, 10)]",Health,33,Taxation,16,Armed forces and national security,14,International affairs,10,Environmental protection,10,"[(Health, 10), (Science, technology, communications, 2), (Armed forces and national security, 1), (Environmental protection, 1)]",Health,10,"Science, technology, communications",2,Armed forces and national security,1,Environmental protection,1,,,1325,94.29,red,20,0.285714286,house,114
S000018,13,61,277,0.37422229,181,,2.79,Matt Salmon,R,4,61,0.155737705,224,AZ,"[(International affairs, 49), (Health, 31), (Crime and law enforcement, 23), (Immigration, 21), (Armed forces and national security, 18)]",International affairs,49,Health,31,Crime and law enforcement,23,Immigration,21,Armed forces and national security,18,"[(International affairs, 13), (Education, 8), (Government operations and politics, 5), (Immigration, 5), (Environmental protection, 5)]",International affairs,13,Education,8,Government operations and politics,5,Immigration,5,Environmental protection,5,1325,93.48,red,20,0.213114754,house,114
B000755,11,24,116,0.511005136,8,,4.6,Kevin Brady,R,20,24,0.398809524,24,TX,"[(Health, 18), (Taxation, 11), (Government operations and politics, 10), (Crime and law enforcement, 9), (Immigration, 6)]",Health,18,Taxation,11,Government operations and politics,10,Crime and law enforcement,9,Immigration,6,"[(Health, 8), (Taxation, 6), (Government operations and politics, 2), (Social welfare, 2), (Economics and public finance, 2)]",Health,8,Taxation,6,Government operations and politics,2,Social welfare,2,Economics and public finance,2,1325,97.23,red,20,0.458333333,house,114
E000215,3,12,439,0.709758059,89,,2.26,Anna Eshoo,D,24,12,0.277777778,83,CA,"[(Health, 81), (Government operations and politics, 35), (International affairs, 33), (Armed forces and national security, 32), (Crime and law enforcement, 32)]",Health,81,Government operations and politics,35,International affairs,33,Armed forces and national security,32,Crime and law enforcement,32,"[(Science, technology, communications, 4), (Government operations and politics, 1), (Armed forces and national security, 1), (Transportation and public works, 1), (Health, 1)]","Science, technology, communications",4,Government operations and politics,1,Armed forces and national security,1,Transportation and public works,1,Health,1,1325,96.6,blue,20,0.25,house,114
G000410,5,14,269,0.83817841,15,,4.3,Gene Green,D,24,14,0.222222222,129,TX,"[(Health, 40), (International affairs, 19), (Armed forces and national security, 17), (Government operations and politics, 17), (Taxation, 16)]",Health,40,International affairs,19,Armed forces and national security,17,Government operations and politics,17,Taxation,16,"[(Health, 6), (Labor and employment, 2), (Government operations and politics, 1), (Congress, 1), (Commerce, 1)]",Health,6,Labor and employment,2,Government operations and politics,1,Congress,1,Commerce,1,1325,87.62,blue,20,0.357142857,house,114
C000537,2,6,111,0.698637063,106,,5.81,James Clyburn,D,24,6,1,1,SC,"[(Government operations and politics, 16), (Civil rights and liberties, minority issues, 11), (Crime and law enforcement, 10), (Health, 9), (International affairs, 7)]",Government operations and politics,16,"Civil rights and liberties, minority issues",11,Crime and law enforcement,10,Health,9,International affairs,7,"[(Public lands and natural resources, 3), (Government operations and politics, 1), (Crime and law enforcement, 1), (Civil rights and liberties, minority issues, 1)]",Public lands and natural resources,3,Government operations and politics,1,Crime and law enforcement,1,"Civil rights and liberties, minority issues",1,,,1325,95.19,blue,20,0.333333333,house,114
C001094,9,13,285,0.411098669,102,,1.74,Paul Cook,R,4,13,0.21978022,144,CA,"[(International affairs, 53), (Armed forces and national security, 43), (Health, 29), (Taxation, 25), (Public lands and natural resources, 19)]",International affairs,53,Armed forces and national security,43,Health,29,Taxation,25,Public lands and natural resources,19,"[(Public lands and natural resources, 5), (Crime and law enforcement, 3), (Armed forces and national security, 3), (Foreign trade and international finance, 1), (Social welfare, 1)]",Public lands and natural resources,5,Crime and law enforcement,3,Armed forces and national security,3,Foreign trade and international finance,1,Social welfare,1,1325,95.93,red,20,0.692307692,house,114
C001096,2,9,462,0.38577262,164,,2.94,Kevin Cramer,R,4,9,0.238095238,118,ND,"[(Health, 83), (Armed forces and national security, 56), (Taxation, 41), (Crime and law enforcement, 41), (International affairs, 28)]",Health,83,Armed forces and national security,56,Taxation,41,Crime and law enforcement,41,International affairs,28,"[(Armed forces and national security, 2), (Energy, 2), (Government operations and politics, 1), (International affairs, 1), (Native Americans, 1)]",Armed forces and national security,2,Energy,2,Government operations and politics,1,International affairs,1,Native Americans,1,1325,95.49,red,20,0.222222222,house,114
C001097,3,29,474,0.711559142,87,,8.45,Tony Cárdenas,D,4,29,0.222222222,129,CA,"[(Health, 77), (Education, 41), (Armed forces and national security, 38), (Crime and law enforcement, 36), (International affairs, 30)]",Health,77,Education,41,Armed forces and national security,38,Crime and law enforcement,36,International affairs,30,"[(Crime and law enforcement, 4), (Civil rights and liberties, minority issues, 4), (Commerce, 3), (Health, 3), (Education, 3)]",Crime and law enforcement,4,"Civil rights and liberties, minority issues",4,Commerce,3,Health,3,Education,3,1325,95.71,blue,20,0.103448276,house,114
C001090,10,65,595,0.660229111,151,,2.34,Matt Cartwright,D,4,65,0.263247863,97,PA,"[(Health, 92), (Taxation, 58), (Armed forces and national security, 54), (Government operations and politics, 42), (Education, 37)]",Health,92,Taxation,58,Armed forces and national security,54,Government operations and politics,42,Education,37,"[(Armed forces and national security, 7), (Health, 7), (Government operations and politics, 7), (Energy, 6), (Education, 6)]",Armed forces and national security,7,Health,7,Government operations and politics,7,Energy,6,Education,6,1325,95.83,blue,20,0.153846154,house,114
C001091,4,13,153,0.86694787,9,,6.87,Joaquín Castro,D,4,13,0.324786325,58,TX,"[(Armed forces and national security, 15), (Government operations and politics, 15), (Civil rights and liberties, minority issues, 15), (International affairs, 14), (Health, 14)]",Armed forces and national security,15,Government operations and politics,15,"Civil rights and liberties, minority issues",15,International affairs,14,Health,14,"[(International affairs, 4), (Immigration, 2), (Education, 2), (Armed forces and national security, 2), (Crime and law enforcement, 1)]",International affairs,4,Immigration,2,Education,2,Armed forces and national security,2,Crime and law enforcement,1,1325,96.68,blue,20,0.307692308,house,114
C001092,5,20,334,0.394190343,139,,2.34,Chris Collins,R,4,20,0.214285714,146,NY,"[(Health, 79), (Taxation, 30), (Armed forces and national security, 24), (International affairs, 21), (Crime and law enforcement, 19)]",Health,79,Taxation,30,Armed forces and national security,24,International affairs,21,Crime and law enforcement,19,"[(Health, 10), (Government operations and politics, 3), (Education, 2), (Finance and financial sector, 1), (Social welfare, 1)]",Health,10,Government operations and politics,3,Education,2,Finance and financial sector,1,Social welfare,1,1325,94.51,red,20,0.25,house,114
C001093,7,38,181,0.391128874,144,,1.89,Doug Collins,R,4,38,0.342105263,46,GA,"[(Health, 26), (Government operations and politics, 23), (Crime and law enforcement, 19), (Taxation, 16), (Immigration, 15)]",Health,26,Government operations and politics,23,Crime and law enforcement,19,Taxation,16,Immigration,15,"[(Congress, 16), (Government operations and politics, 5), (Crime and law enforcement, 3), (None, 2), (Armed forces and national security, 2)]",Congress,16,Government operations and politics,5,Crime and law enforcement,3,None,2,Armed forces and national security,2,1325,94.31,red,20,0.184210526,house,114
S000244,17,38,233,0.395458558,135,,0,F. Sensenbrenner,R,38,38,0.236842105,124,WI,"[(Health, 54), (Taxation, 27), (Crime and law enforcement, 25), (International affairs, 21), (Armed forces and national security, 19)]",Health,54,Taxation,27,Crime and law enforcement,25,International affairs,21,Armed forces and national security,19,"[(Crime and law enforcement, 10), (Taxation, 6), (Health, 4), (Environmental protection, 3), (Transportation and public works, 2)]",Crime and law enforcement,10,Taxation,6,Health,4,Environmental protection,3,Transportation and public works,2,1325,90.94,red,20,0.447368421,house,114
S000248,2,17,398,0.674109049,136,,1.06,José Serrano,D,28,17,0.45751634,20,NY,"[(Crime and law enforcement, 46), (Health, 39), (Government operations and politics, 37), (Armed forces and national security, 34), (International affairs, 32)]",Crime and law enforcement,46,Health,39,Government operations and politics,37,Armed forces and national security,34,International affairs,32,"[(Taxation, 3), (Government operations and politics, 2), (Immigration, 2), (International affairs, 2), (Agriculture and food, 2)]",Taxation,3,Government operations and politics,2,Immigration,2,International affairs,2,Agriculture and food,2,1325,96.72,blue,20,0.117647059,house,114
E000179,13,36,395,0.795852284,24,,7.12,Eliot Engel,D,28,36,0.395061728,34,NY,"[(International affairs, 98), (Health, 65), (Crime and law enforcement, 35), (Government operations and politics, 23), (Education, 23)]",International affairs,98,Health,65,Crime and law enforcement,35,Government operations and politics,23,Education,23,"[(International affairs, 12), (Health, 5), (Crime and law enforcement, 4), (Transportation and public works, 4), (Energy, 3)]",International affairs,12,Health,5,Crime and law enforcement,4,Transportation and public works,4,Energy,3,1320,95.92,blue,20,0.361111111,house,114
R000570,4,10,34,0.680433876,3,,56.23,Paul Ryan,R,18,10,0.364285714,32,WI,"[(Transportation and public works, 5), (Government operations and politics, 4), (Health, 4), (International affairs, 3), (Crime and law enforcement, 2)]",Transportation and public works,5,Government operations and politics,4,Health,4,International affairs,3,Crime and law enforcement,2,"[(Congress, 2), (Foreign trade and international finance, 2), (Health, 2), (Government operations and politics, 1), (Families, 1)]",Congress,2,Foreign trade and international finance,2,Health,2,Government operations and politics,1,Families,1,1325,96.03,red,20,0.4,house,114
R000575,1,4,170,0.350438048,227,,2.57,Mike Rogers,R,16,4,0.142857143,228,AL,"[(Health, 31), (Armed forces and national security, 16), (Crime and law enforcement, 14), (International affairs, 14), (Immigration, 13)]",Health,31,Armed forces and national security,16,Crime and law enforcement,14,International affairs,14,Immigration,13,"[(Taxation, 1), (Public lands and natural resources, 1), (Armed forces and national security, 1), (International affairs, 1)]",Taxation,1,Public lands and natural resources,1,Armed forces and national security,1,International affairs,1,,,1325,93.57,red,20,0.25,house,114
R000577,7,25,478,0.66492465,148,,4.75,Tim Ryan,D,14,25,0.222222222,129,OH,"[(Health, 108), (Armed forces and national security, 64), (Education, 40), (Taxation, 34), (Crime and law enforcement, 26)]",Health,108,Armed forces and national security,64,Education,40,Taxation,34,Crime and law enforcement,26,"[(Health, 5), (Armed forces and national security, 3), (Education, 3), (Taxation, 2), (Crime and law enforcement, 1)]",Health,5,Armed forces and national security,3,Education,3,Taxation,2,Crime and law enforcement,1,1325,94.61,blue,20,0.28,house,114
R000576,3,5,192,0.684820733,124,,4.45,C.A. Dutch Ruppersberger,D,14,5,0.222222222,129,MD,"[(Health, 47), (Armed forces and national security, 21), (Government operations and politics, 21), (Taxation, 21), (Crime and law enforcement, 10)]",Health,47,Armed forces and national security,21,Government operations and politics,21,Taxation,21,Crime and law enforcement,10,"[(Government operations and politics, 1), (Taxation, 1), (Sports and recreation, 1), (Public lands and natural resources, 1), (Armed forces and national security, 1)]",Government operations and politics,1,Taxation,1,Sports and recreation,1,Public lands and natural resources,1,Armed forces and national security,1,1325,91.39,blue,20,0.6,house,114
R000578,21,30,173,0.456278441,35,,3.85,Dave Reichert,R,12,30,0.204761905,161,WA,"[(Taxation, 40), (Health, 25), (Crime and law enforcement, 16), (International affairs, 14), (Armed forces and national security, 9)]",Taxation,40,Health,25,Crime and law enforcement,16,International affairs,14,Armed forces and national security,9,"[(Taxation, 10), (Crime and law enforcement, 4), (Labor and employment, 3), (Health, 3), (Transportation and public works, 2)]",Taxation,10,Crime and law enforcement,4,Labor and employment,3,Health,3,Transportation and public works,2,1325,86.81,red,20,0.7,house,114
C000714,3,32,636,0.639869704,165,,5.43,John Conyers,D,52,32,0.222222222,129,MI,"[(Health, 87), (Crime and law enforcement, 71), (Armed forces and national security, 48), (International affairs, 48), (Government operations and politics, 42)]",Health,87,Crime and law enforcement,71,Armed forces and national security,48,International affairs,48,Government operations and politics,42,"[(Crime and law enforcement, 6), (Finance and financial sector, 5), (Labor and employment, 4), (Civil rights and liberties, minority issues, 3), (Health, 3)]",Crime and law enforcement,6,Finance and financial sector,5,Labor and employment,4,"Civil rights and liberties, minority issues",3,Health,3,1325,95.37,blue,20,0.09375,house,114
N000188,3,8,277,0.674409313,135,,2.11,Donald Norcross,D,4,8,0.472222222,18,NJ,"[(Health, 52), (Armed forces and national security, 34), (Crime and law enforcement, 20), (Government operations and politics, 19), (International affairs, 17)]",Health,52,Armed forces and national security,34,Crime and law enforcement,20,Government operations and politics,19,International affairs,17,"[(Labor and employment, 3), (Armed forces and national security, 2), (Social welfare, 1), (Transportation and public works, 1), (Government operations and politics, 1)]",Labor and employment,3,Armed forces and national security,2,Social welfare,1,Transportation and public works,1,Government operations and politics,1,1325,93.75,blue,20,0.375,house,114
N000189,3,20,270,0.402679275,118,,0.68,Dan Newhouse,R,2,20,0.282142857,85,WA,"[(Health, 43), (Armed forces and national security, 24), (Crime and law enforcement, 24), (Taxation, 21), (International affairs, 21)]",Health,43,Armed forces and national security,24,Crime and law enforcement,24,Taxation,21,International affairs,21,"[(Congress, 11), (Public lands and natural resources, 2), (Animals, 1), (Water resources development, 1), (Energy, 1)]",Congress,11,Public lands and natural resources,2,Animals,1,Water resources development,1,Energy,1,1325,93.92,red,20,0.15,house,114
