rep_id,bi_sponsor_bi,bi_sponsor_count,cosponsor_count,cosponsor_normalized,cosponsor_rank,dw_nominate,missed_votes_pct,name,party,seniority,sponsor_count,sponsor_normalized,sponsor_rank,state,top_cosponsor_subjects,top_sponsor_subjects,total_votes,votes_with_party_pct,color,size,bi_pct,chamber,congress
F000455,2,11,329,0.643805954,162,,3.02,Marcia Fudge,D,10,11,0.222222222,129,OH,"[(Education, 40), (Health, 33), (Government operations and politics, 30), (Crime and law enforcement, 30), (Civil rights and liberties, minority issues, 26)]","[(Education, 5), (Health, 2), (Environmental protection, 2), (Civil rights and liberties, minority issues, 1), (Congress, 1)]",1325,95.88,blue,20,0.181818182,house,114
F000450,4,32,68,0.430746767,73,,2.34,Virginia Foxx,R,10,32,0.34375,45,NC,"[(Labor and employment, 9), (Health, 8), (Government operations and politics, 5), (Congress, 5), (Crime and law enforcement, 4)]","[(Congress, 22), (Education, 2), (Government operations and politics, 1), (Economics and public finance, 1), (Energy, 1)]",1325,93.66,red,20,0.125,house,114
F000451,14,22,327,0.396555838,129,,4.08,Michael Fitzpatrick,R,6,22,0.201298701,165,PA,"[(Health, 78), (International affairs, 32), (Taxation, 31), (Crime and law enforcement, 26), (Finance and financial sector, 25)]","[(Health, 5), (Finance and financial sector, 3), (Congress, 3), (Crime and law enforcement, 2), (Transportation and public works, 2)]",1325,83.95,red,20,0.636363636,house,114
W000798,6,25,248,0.392358728,142,,0.68,Tim Walberg,R,6,25,0.222857143,139,MI,"[(Health, 53), (Taxation, 31), (Crime and law enforcement, 20), (International affairs, 17), (Armed forces and national security, 13)]","[(Government operations and politics, 7), (Labor and employment, 6), (Crime and law enforcement, 3), (Civil rights and liberties, minority issues, 2), (Commerce, 1)]",1325,95.97,red,20,0.24,house,114
W000799,6,6,347,0.717147985,79,,1.06,Tim Walz,D,10,6,0.666666667,8,MN,"[(Armed forces and national security, 70), (Health, 66), (Taxation, 33), (Government operations and politics, 23), (International affairs, 19)]","[(Armed forces and national security, 5), (Public lands and natural resources, 1)]",1325,91.61,blue,20,1,house,114
B000490,4,4,294,0.75903097,49,,2.11,Sanford Bishop Jr.,D,24,4,0.388888889,36,GA,"[(Health, 57), (Armed forces and national security, 38), (Civil rights and liberties, minority issues, 21), (Taxation, 20), (Government operations and politics, 18)]","[(Armed forces and national security, 2), (Public lands and natural resources, 1), (Congress, 1)]",1325,87.74,blue,20,1,house,114
W000795,4,12,268,0.372340426,191,,1.66,Joe Wilson,R,16,12,0.160714286,218,SC,"[(Health, 43), (International affairs, 37), (Armed forces and national security, 29), (Taxation, 25), (Labor and employment, 17)]","[(International affairs, 5), (Armed forces and national security, 2), (Transportation and public works, 1), (Labor and employment, 1), (Public lands and natural resources, 1)]",1325,97.16,red,20,0.333333333,house,114
W000796,1,9,198,0.387635217,156,,17.51,Lynn Westmoreland,R,12,9,0.174603175,210,GA,"[(Health, 30), (Finance and financial sector, 19), (Crime and law enforcement, 16), (Immigration, 16), (Armed forces and national security, 15)]","[(Finance and financial sector, 5), (Government operations and politics, 1), (Law, 1), (Environmental protection, 1), (Taxation, 1)]",1325,93.05,red,20,0.111111111,house,114
W000797,4,8,320,0.769699922,36,,8.3,Debbie Wasserman Schultz,D,12,8,0.263888889,93,FL,"[(Health, 73), (International affairs, 34), (Crime and law enforcement, 31), (Civil rights and liberties, minority issues, 25), (Government operations and politics, 22)]","[(Crime and law enforcement, 5), (Labor and employment, 1), (International affairs, 1), (Housing and community development, 1)]",1325,96.46,blue,20,0.5,house,114
K000009,3,16,474,0.66028,150,,4.91,Marcy Kaptur,D,34,16,0.222222222,129,OH,"[(Health, 68), (Armed forces and national security, 51), (Education, 38), (International affairs, 34), (Taxation, 31)]","[(Government operations and politics, 3), (Foreign trade and international finance, 2), (Labor and employment, 2), (Environmental protection, 2), (Finance and financial sector, 1)]",1325,96.19,blue,20,0.1875,house,114
T000465,2,6,351,0.629174411,174,,4.23,Niki Tsongas,D,10,6,0.222222222,129,MA,"[(Health, 61), (Crime and law enforcement, 36), (Armed forces and national security, 28), (Taxation, 25), (Government operations and politics, 19)]","[(Armed forces and national security, 2), (Government operations and politics, 1), (Public lands and natural resources, 1), (Environmental protection, 1), (Taxation, 1)]",1325,96.93,blue,20,0.333333333,house,114
T000467,12,16,252,0.409771474,104,,0.23,Glenn Thompson,R,8,16,0.330357143,51,PA,"[(Health, 50), (Taxation, 27), (Armed forces and national security, 23), (Education, 18), (Crime and law enforcement, 15)]","[(Agriculture and food, 3), (Health, 3), (Education, 3), (Public lands and natural resources, 2), (Government operations and politics, 1)]",1325,91.98,red,20,0.75,house,114
Z000018,2,22,332,0.356489789,214,,2.72,Ryan Zinke,R,2,22,0.201298701,165,MT,"[(Armed forces and national security, 44), (Health, 43), (Taxation, 36), (International affairs, 28), (Immigration, 19)]","[(Public lands and natural resources, 6), (Armed forces and national security, 4), (Energy, 3), (Taxation, 2), (International affairs, 2)]",1325,93.79,red,20,0.090909091,house,114
T000460,3,20,382,0.787788764,28,,3.17,Mike Thompson,D,18,20,0.222222222,129,CA,"[(Health, 66), (Taxation, 53), (Armed forces and national security, 44), (Government operations and politics, 28), (Public lands and natural resources, 20)]","[(Taxation, 4), (Public lands and natural resources, 4), (Crime and law enforcement, 2), (Education, 2), (Commerce, 1)]",1325,95.71,blue,20,0.15,house,114
T000463,9,20,163,0.459296001,34,,5.06,Michael Turner,R,14,20,0.15,227,OH,"[(Health, 39), (Taxation, 25), (Armed forces and national security, 16), (International affairs, 15), (Crime and law enforcement, 11)]","[(International affairs, 4), (Taxation, 3), (Health, 3), (Armed forces and national security, 2), (Government operations and politics, 1)]",1325,90.94,red,20,0.45,house,114
T000462,21,28,222,0.410580794,103,,5.21,Pat Tiberi,R,16,28,0.31377551,59,OH,"[(Health, 48), (Taxation, 42), (Finance and financial sector, 19), (Armed forces and national security, 14), (International affairs, 14)]","[(Taxation, 13), (Health, 6), (Armed forces and national security, 2), (Foreign trade and international finance, 2), (Agriculture and food, 1)]",1325,93.47,red,20,0.75,house,114
E000288,7,39,557,0.571864361,193,,4.53,Keith Ellison,D,10,39,0.222222222,129,MN,"[(Health, 73), (Crime and law enforcement, 54), (Taxation, 47), (International affairs, 45), (Finance and financial sector, 39)]","[(Finance and financial sector, 6), (Taxation, 4), (Housing and community development, 4), (Commerce, 3), (Government operations and politics, 3)]",1325,95.81,blue,20,0.179487179,house,114
T000469,5,13,466,0.693969338,110,,0.98,Paul Tonko,D,8,13,0.222222222,129,NY,"[(Health, 93), (Taxation, 39), (Government operations and politics, 31), (Crime and law enforcement, 31), (Armed forces and national security, 27)]","[(Energy, 4), (Health, 3), (Government operations and politics, 1), (Water resources development, 1), (Armed forces and national security, 1)]",1320,95.87,blue,20,0.384615385,house,114
T000468,3,23,327,0.656238604,154,,5.58,Dina Titus,D,4,23,0.222222222,129,NV,"[(Health, 48), (Armed forces and national security, 46), (Education, 29), (International affairs, 19), (Taxation, 17)]","[(Armed forces and national security, 7), (Taxation, 4), (Health, 3), (Public lands and natural resources, 3), (Animals, 1)]",1325,95.36,blue,20,0.130434783,house,114
A000374,4,16,278,0.367875912,200,,0.15,Ralph Abraham,R,2,16,0.294642857,70,LA,"[(Health, 45), (Armed forces and national security, 36), (Taxation, 27), (International affairs, 27), (Finance and financial sector, 18)]","[(Armed forces and national security, 7), (Emergency management, 1), (Crime and law enforcement, 1), (Social welfare, 1), (Civil rights and liberties, minority issues, 1)]",1325,96.52,red,20,0.25,house,114
A000370,5,18,271,0.649193398,156,,7.62,Alma Adams,D,4,18,0.407407407,28,NC,"[(Health, 31), (Education, 31), (Crime and law enforcement, 29), (Civil rights and liberties, minority issues, 22), (Armed forces and national security, 18)]","[(Education, 4), (Taxation, 3), (Commerce, 2), (Agriculture and food, 2), (Civil rights and liberties, minority issues, 2)]",1325,97.3,blue,20,0.277777778,house,114
A000371,0,8,272,0.747231901,60,,3.55,Pete Aguilar,D,2,8,0.222222222,129,CA,"[(Health, 57), (Armed forces and national security, 23), (Government operations and politics, 22), (Education, 16), (Taxation, 13)]","[(Taxation, 2), (Education, 2), (Commerce, 1), (Foreign trade and international finance, 1), (Labor and employment, 1)]",1325,90.45,blue,20,0,house,114
A000372,0,3,267,0.354769304,217,,1.21,Rick Allen,R,2,3,0.285714286,72,GA,"[(Health, 54), (Taxation, 27), (Government operations and politics, 22), (Labor and employment, 22), (Crime and law enforcement, 19)]","[(Taxation, 1), (Health, 1), (Immigration, 1)]",1325,96.87,red,20,0,house,114
A000373,4,11,388,0.762480816,42,,1.06,Brad Ashford,D,2,11,0.585858586,9,NE,"[(Health, 87), (Armed forces and national security, 50), (Taxation, 40), (International affairs, 23), (Finance and financial sector, 22)]","[(Congress, 4), (Armed forces and national security, 2), (Government operations and politics, 1), (Economics and public finance, 1), (Immigration, 1)]",1325,77.73,blue,20,0.363636364,house,114
M001143,3,10,568,0.605620081,187,,1.28,Betty McCollum,D,16,10,0.222222222,129,MN,"[(Health, 98), (International affairs, 56), (Crime and law enforcement, 52), (Armed forces and national security, 45), (Education, 36)]","[(Public lands and natural resources, 3), (Health, 3), (Native Americans, 2), (Education, 1), (International affairs, 1)]",1325,96.56,blue,20,0.3,house,114
M001144,10,40,308,0.360090264,210,,3.17,Jeff Miller,R,16,40,0.433928571,16,FL,"[(International affairs, 44), (Health, 38), (Armed forces and national security, 36), (Crime and law enforcement, 26), (Taxation, 23)]","[(Armed forces and national security, 29), (Congress, 3), (International affairs, 2), (Crime and law enforcement, 1), (Government operations and politics, 1)]",1325,95.09,red,20,0.25,house,114
W000819,1,15,141,0.39927569,123,,2.64,Mark Walker,R,2,15,0.20952381,156,NC,"[(Armed forces and national security, 18), (Government operations and politics, 17), (Taxation, 13), (International affairs, 13), (Health, 13)]","[(Health, 4), (Crime and law enforcement, 2), (International affairs, 2), (Emergency management, 1), (Government operations and politics, 1)]",1325,95.35,red,20,0.066666667,house,114
S000510,2,11,337,0.666989692,145,,20.15,Adam Smith,D,20,11,0.222222222,129,WA,"[(Health, 47), (International affairs, 40), (Crime and law enforcement, 31), (Civil rights and liberties, minority issues, 24), (Government operations and politics, 22)]","[(Immigration, 2), (Health, 2), (Economics and public finance, 1), (Social welfare, 1), (Armed forces and national security, 1)]",1325,95.65,blue,20,0.181818182,house,114
S001179,4,4,55,0.487427466,14,,11.81,Aaron Schock,R,8,4,0.178571429,198,IL,"[(Taxation, 11), (Health, 9), (Armed forces and national security, 7), (Government operations and politics, 4), (Crime and law enforcement, 4)]","[(Taxation, 2), (Foreign trade and international finance, 1), (Health, 1)]",144,88.19,red,20,1,house,114
S001172,2,10,123,0.439139711,58,,1.13,Adrian Smith,R,10,10,0.228571429,131,NE,"[(Health, 22), (Taxation, 16), (Labor and employment, 10), (Crime and law enforcement, 10), (Transportation and public works, 7)]","[(Taxation, 2), (Environmental protection, 2), (Government operations and politics, 1), (Finance and financial sector, 1), (Water resources development, 1)]",1325,96.87,red,20,0.2,house,114
S001177,5,12,144,0.700896337,103,,NA,Gregorio Sablan,D,8,12,0.444444444,22,MP,"[(Education, 30), (Health, 16), (Armed forces and national security, 10), (Government operations and politics, 10), (Civil rights and liberties, minority issues, 10)]","[(Immigration, 2), (Government operations and politics, 1), (Crime and law enforcement, 1), (Education, 1), (Animals, 1)]",,NA,blue,20,0.416666667,house,114
S001176,1,6,66,0.571674189,5,,1.74,Steve Scalise,R,10,6,0.285714286,72,LA,"[(Health, 13), (Environmental protection, 6), (Taxation, 5), (Crime and law enforcement, 5), (Finance and financial sector, 5)]","[(Taxation, 2), (Foreign trade and international finance, 1), (Science, technology, communications, 1), (Crime and law enforcement, 1), (Environmental protection, 1)]",1325,96.7,red,20,0.166666667,house,114
R000515,2,21,457,0.687881077,122,,24.08,Bobby Rush,D,24,21,0.253968254,108,IL,"[(Health, 86), (Armed forces and national security, 55), (International affairs, 41), (Government operations and politics, 33), (Crime and law enforcement, 33)]","[(Commerce, 4), (Crime and law enforcement, 3), (Environmental protection, 3), (Public lands and natural resources, 2), (Education, 2)]",1325,94.63,blue,20,0.095238095,house,114
O000170,17,28,297,0.795791115,25,,4.53,Beto O'Rourke,D,4,28,0.317460317,62,TX,"[(Armed forces and national security, 62), (Health, 39), (Crime and law enforcement, 31), (Government operations and politics, 24), (International affairs, 22)]","[(Armed forces and national security, 15), (Government operations and politics, 3), (Immigration, 3), (Emergency management, 1), (Finance and financial sector, 1)]",1325,95.1,blue,20,0.607142857,house,114
N000002,3,15,394,0.705629256,93,,7.73,Jerrold Nadler,D,26,15,0.222222222,129,NY,"[(Crime and law enforcement, 62), (Health, 46), (Government operations and politics, 33), (International affairs, 26), (Taxation, 22)]","[(Law, 4), (Commerce, 2), (Taxation, 2), (Crime and law enforcement, 1), (Social sciences and history, 1)]",1320,96.31,blue,20,0.2,house,114
M000087,6,35,350,0.796982519,23,,5.45,Carolyn Maloney,D,24,35,0.279365079,82,NY,"[(Health, 50), (Crime and law enforcement, 38), (Government operations and politics, 33), (Finance and financial sector, 29), (International affairs, 27)]","[(Crime and law enforcement, 5), (Finance and financial sector, 5), (Health, 5), (Education, 5), (Labor and employment, 4)]",1320,96.79,blue,20,0.171428571,house,114
L000263,2,11,314,0.688568294,119,,1.58,Sander Levin,D,34,11,0.252525253,111,MI,"[(Health, 50), (International affairs, 39), (Education, 24), (Government operations and politics, 23), (Armed forces and national security, 22)]","[(Taxation, 6), (Foreign trade and international finance, 2), (Social welfare, 1), (Health, 1), (International affairs, 1)]",1325,96.93,blue,20,0.181818182,house,114
S001187,15,30,359,0.403247792,116,,4.91,Steve Stivers,R,6,30,0.261904762,99,OH,"[(Health, 67), (Finance and financial sector, 63), (Taxation, 40), (Armed forces and national security, 35), (International affairs, 24)]","[(Congress, 12), (Armed forces and national security, 5), (Finance and financial sector, 3), (Housing and community development, 3), (Taxation, 2)]",1325,92.7,red,20,0.5,house,114
S001185,3,8,210,0.672419552,138,,6.57,Terri Sewell,D,6,8,0.791666667,4,AL,"[(Health, 37), (Finance and financial sector, 18), (Civil rights and liberties, minority issues, 16), (Government operations and politics, 15), (Education, 15)]","[(Taxation, 3), (Government operations and politics, 2), (Civil rights and liberties, minority issues, 1), (Public lands and natural resources, 1), (Congress, 1)]",1325,91.11,blue,20,0.375,house,114
S001183,4,26,251,0.403492413,115,,0.83,David Schweikert,R,6,26,0.159340659,220,AZ,"[(International affairs, 35), (Taxation, 24), (Immigration, 23), (Finance and financial sector, 22), (Health, 22)]","[(Economics and public finance, 5), (International affairs, 4), (Finance and financial sector, 3), (Taxation, 2), (Transportation and public works, 2)]",1325,93,red,20,0.153846154,house,114
S001180,3,13,216,0.763055339,41,,3.77,Kurt Schrader,D,8,13,0.256410256,104,OR,"[(Health, 51), (Taxation, 19), (Government operations and politics, 15), (Crime and law enforcement, 14), (Armed forces and national security, 11)]","[(Armed forces and national security, 2), (Native Americans, 2), (Public lands and natural resources, 2), (Government operations and politics, 1), (Economics and public finance, 1)]",1325,82.98,blue,20,0.230769231,house,114
S001188,0,5,129,0.395623729,134,,6.87,Marlin Stutzman,R,8,5,0.142857143,228,IN,"[(Health, 18), (Armed forces and national security, 15), (International affairs, 14), (Finance and financial sector, 13), (Crime and law enforcement, 10)]","[(Crime and law enforcement, 1), (Government operations and politics, 1), (Economics and public finance, 1), (Finance and financial sector, 1), (Environmental protection, 1)]",1325,94.08,red,20,0,house,114
S001189,1,9,303,0.37750158,175,,2.34,Austin Scott,R,6,9,0.142857143,228,GA,"[(Health, 40), (International affairs, 38), (Armed forces and national security, 34), (Taxation, 26), (Immigration, 23)]","[(Science, technology, communications, 3), (Armed forces and national security, 2), (Immigration, 1), (Labor and employment, 1), (Law, 1)]",1325,97.14,red,20,0.111111111,house,114
C001049,5,9,268,0.65473296,155,,3.55,William Clay,D,16,9,0.518518519,13,MO,"[(Crime and law enforcement, 34), (Health, 31), (Government operations and politics, 26), (International affairs, 26), (Taxation, 14)]","[(Government operations and politics, 2), (Crime and law enforcement, 2), (Finance and financial sector, 2), (Public lands and natural resources, 1), (Environmental protection, 1)]",1325,95.85,blue,20,0.555555556,house,114
C001048,2,16,201,0.40210296,120,,4.83,John Culberson,R,16,16,0.178571429,198,TX,"[(Health, 36), (Immigration, 23), (Taxation, 22), (Government operations and politics, 16), (Crime and law enforcement, 12)]","[(Immigration, 4), (Law, 3), (Armed forces and national security, 2), (Economics and public finance, 2), (Government operations and politics, 1)]",1325,94.77,red,20,0.125,house,114
C001045,4,6,175,0.47035461,26,,1.96,Ander Crenshaw,R,16,6,0.238095238,118,FL,"[(International affairs, 33), (Health, 24), (Taxation, 20), (Armed forces and national security, 18), (Crime and law enforcement, 14)]","[(Foreign trade and international finance, 2), (Taxation, 2), (Economics and public finance, 1), (Housing and community development, 1)]",1325,94.07,red,20,0.666666667,house,114
R000593,9,22,263,0.401693498,121,,1.43,Dennis Ross,R,6,22,0.253246753,104,FL,"[(Health, 38), (Finance and financial sector, 32), (Armed forces and national security, 27), (Taxation, 27), (International affairs, 20)]","[(Government operations and politics, 5), (Finance and financial sector, 4), (Taxation, 2), (Immigration, 2), (International affairs, 2)]",1325,95.64,red,20,0.409090909,house,114
P000605,3,18,185,0.373548016,185,,0.83,Scott Perry,R,4,18,0.19047619,179,PA,"[(International affairs, 41), (Armed forces and national security, 21), (Health, 21), (Taxation, 17), (Immigration, 12)]","[(Emergency management, 3), (Immigration, 3), (Crime and law enforcement, 3), (Armed forces and national security, 2), (Economics and public finance, 1)]",1325,91.17,red,20,0.166666667,house,114
R000053,3,18,835,0.666465666,146,,4.55,Charles Rangel,D,46,18,0.25308642,109,NY,"[(Health, 155), (Crime and law enforcement, 85), (Education, 79), (Armed forces and national security, 76), (Taxation, 61)]","[(International affairs, 5), (Armed forces and national security, 4), (Crime and law enforcement, 2), (Taxation, 2), (Government operations and politics, 1)]",1320,96.67,blue,20,0.166666667,house,114
B001293,3,5,279,0.428836524,79,,0.83,Mike Bishop,R,2,5,0.485714286,10,MI,"[(Health, 46), (Crime and law enforcement, 40), (International affairs, 34), (Taxation, 33), (Armed forces and national security, 20)]","[(Social sciences and history, 1), (Education, 1), (Taxation, 1), (Congress, 1), (International affairs, 1)]",1325,95.28,red,20,0.6,house,114
M000404,4,20,475,0.627699881,175,,4.08,Jim McDermott,D,28,20,0.222222222,129,WA,"[(Health, 71), (Taxation, 55), (International affairs, 52), (Armed forces and national security, 39), (Education, 33)]","[(Health, 7), (Taxation, 6), (Native Americans, 1), (Finance and financial sector, 1), (Transportation and public works, 1)]",1325,94.34,blue,20,0.2,house,114
B001292,4,19,409,0.671260627,140,,4.08,Donald Beyer,D,2,19,0.397660819,33,VA,"[(Health, 54), (Crime and law enforcement, 40), (Taxation, 32), (International affairs, 28), (Public lands and natural resources, 28)]","[(Government operations and politics, 4), (Crime and law enforcement, 3), (Commerce, 2), (Taxation, 1), (Immigration, 1)]",1325,95.59,blue,20,0.210526316,house,114
B001291,2,13,386,0.352147871,222,,2.04,Brian Babin,R,2,13,0.175824176,204,TX,"[(Health, 51), (Immigration, 37), (Taxation, 35), (International affairs, 34), (Armed forces and national security, 28)]","[(Immigration, 4), (International affairs, 2), (Crime and law enforcement, 1), (Water resources development, 1), (Transportation and public works, 1)]",1325,94.92,red,20,0.153846154,house,114
W000822,1,17,447,0.639053812,167,,1.13,Bonnie Watson Coleman,D,2,17,0.339869281,47,NJ,"[(Health, 54), (Crime and law enforcement, 52), (Government operations and politics, 34), (Civil rights and liberties, minority issues, 31), (Education, 31)]","[(Taxation, 5), (Emergency management, 2), (Crime and law enforcement, 2), (Government operations and politics, 1), (Social welfare, 1)]",1325,95.04,blue,20,0.058823529,house,114
B001297,1,8,143,0.341615831,233,,4.91,Ken Buck,R,2,8,0.25,105,CO,"[(Crime and law enforcement, 15), (Government operations and politics, 12), (Health, 12), (Armed forces and national security, 11), (Environmental protection, 10)]","[(Government operations and politics, 2), (Crime and law enforcement, 2), (Economics and public finance, 1), (Taxation, 1), (Public lands and natural resources, 1)]",1325,90.32,red,20,0.125,house,114
W000820,3,7,165,0.482613368,18,,4.53,Mimi Walters,R,2,7,0.408163265,20,CA,"[(Health, 33), (Crime and law enforcement, 17), (Armed forces and national security, 16), (Government operations and politics, 13), (Taxation, 11)]","[(Crime and law enforcement, 2), (Social welfare, 1), (Water resources development, 1), (Taxation, 1), (Immigration, 1)]",1325,95.42,red,20,0.428571429,house,114
J000289,0,2,152,0.349477417,228,,1.43,Jim Jordan,R,10,2,0.142857143,228,OH,"[(Taxation, 16), (Crime and law enforcement, 16), (Health, 15), (Economics and public finance, 11), (International affairs, 11)]","[(Crime and law enforcement, 1), (Social welfare, 1)]",1325,91.19,red,20,0,house,114
J000288,2,22,404,0.640604863,163,,3.32,Hank Johnson,D,10,22,0.313131313,65,GA,"[(Crime and law enforcement, 59), (Health, 55), (International affairs, 34), (Government operations and politics, 28), (Civil rights and liberties, minority issues, 24)]","[(Government operations and politics, 4), (Crime and law enforcement, 3), (Armed forces and national security, 2), (Transportation and public works, 2), (International affairs, 2)]",1325,95.71,blue,20,0.090909091,house,114
W000821,0,8,254,0.371363154,192,,0.38,Bruce Westerman,R,2,8,0.357142857,37,AR,"[(Health, 44), (Armed forces and national security, 19), (Taxation, 19), (International affairs, 19), (Crime and law enforcement, 17)]","[(Health, 3), (Government operations and politics, 2), (Science, technology, communications, 1), (Transportation and public works, 1), (Public lands and natural resources, 1)]",1325,97.42,red,20,0,house,114
B001295,3,6,186,0.437199725,61,,4.53,Mike Bost,R,2,6,0.285714286,72,IL,"[(Health, 26), (Taxation, 25), (Armed forces and national security, 23), (International affairs, 11), (Crime and law enforcement, 10)]","[(Commerce, 2), (Armed forces and national security, 2), (Foreign trade and international finance, 1), (Agriculture and food, 1)]",1325,91.86,red,20,0.5,house,114
B001294,3,11,246,0.386668973,160,,1.28,Rod Blum,R,2,11,0.298701299,65,IA,"[(Health, 52), (Taxation, 37), (Armed forces and national security, 19), (Finance and financial sector, 16), (Government operations and politics, 15)]","[(Government operations and politics, 2), (Taxation, 2), (Emergency management, 1), (Crime and law enforcement, 1), (Animals, 1)]",1325,91.97,red,20,0.272727273,house,114
L000480,5,23,260,0.79151328,26,,0.98,Nita Lowey,D,28,23,0.251207729,112,NY,"[(Armed forces and national security, 35), (International affairs, 35), (Crime and law enforcement, 29), (Health, 21), (Government operations and politics, 20)]","[(Social welfare, 5), (International affairs, 5), (Transportation and public works, 4), (Energy, 2), (Crime and law enforcement, 2)]",1320,96.4,blue,20,0.217391304,house,114
K000188,12,27,413,0.716325803,82,,5.43,Ron Kind,D,20,27,0.222222222,129,WI,"[(Health, 95), (Taxation, 87), (Armed forces and national security, 29), (Education, 24), (Government operations and politics, 20)]","[(Taxation, 5), (Government operations and politics, 3), (Education, 3), (Public lands and natural resources, 2), (Health, 2)]",1325,91.3,blue,20,0.444444444,house,114
C001059,1,3,251,0.885375101,7,,3.64,Jim Costa,D,12,3,0.222222222,129,CA,"[(Armed forces and national security, 27), (International affairs, 26), (Government operations and politics, 25), (Education, 17), (Taxation, 15)]","[(Armed forces and national security, 1), (Crime and law enforcement, 1), (Water resources development, 1)]",1317,76.04,blue,20,0.333333333,house,114
J000126,3,20,299,0.814468598,19,,7.47,Eddie Johnson,D,24,20,0.222222222,129,TX,"[(Health, 48), (Government operations and politics, 26), (Education, 24), (Civil rights and liberties, minority issues, 20), (Crime and law enforcement, 20)]","[(Science, technology, communications, 6), (Health, 5), (Armed forces and national security, 2), (Transportation and public works, 2), (Crime and law enforcement, 1)]",1325,93.96,blue,20,0.15,house,114
M001188,6,42,423,0.756305866,51,,4.55,Grace Meng,D,4,42,0.301587302,71,NY,"[(Health, 65), (International affairs, 60), (Government operations and politics, 33), (Crime and law enforcement, 31), (Armed forces and national security, 25)]","[(International affairs, 6), (Labor and employment, 5), (Arts, culture, religion, 5), (Armed forces and national security, 4), (Commerce, 3)]",1320,96.51,blue,20,0.142857143,house,114
M001189,8,24,300,0.418014184,93,,1.21,Luke Messer,R,4,24,0.208333333,159,IN,"[(Health, 41), (Taxation, 34), (Finance and financial sector, 31), (International affairs, 26), (Crime and law enforcement, 25)]","[(Taxation, 5), (Education, 4), (Finance and financial sector, 3), (Congress, 2), (Economics and public finance, 2)]",1325,94.88,red,20,0.333333333,house,114
M001184,2,7,181,0.26221543,250,,1.06,Thomas Massie,R,6,7,0.142857143,228,KY,"[(Armed forces and national security, 29), (Health, 25), (Crime and law enforcement, 21), (Taxation, 18), (Government operations and politics, 15)]","[(Agriculture and food, 3), (Crime and law enforcement, 2), (Taxation, 1), (Transportation and public works, 1)]",1325,80.02,red,20,0.285714286,house,114
M001185,8,29,351,0.718208526,77,,2.27,Sean Maloney,D,4,29,0.268199234,91,NY,"[(Health, 53), (Armed forces and national security, 38), (Government operations and politics, 29), (Taxation, 24), (Civil rights and liberties, minority issues, 23)]","[(Transportation and public works, 8), (Armed forces and national security, 4), (Health, 4), (Crime and law enforcement, 3), (Education, 3)]",1320,90.23,blue,20,0.275862069,house,114
M001187,7,27,270,0.398634095,124,,1.36,Mark Meadows,R,4,27,0.238095238,118,NC,"[(International affairs, 46), (Health, 43), (Taxation, 26), (Government operations and politics, 20), (Transportation and public works, 17)]","[(Government operations and politics, 8), (Taxation, 6), (Public lands and natural resources, 3), (Transportation and public works, 2), (Emergency management, 1)]",1325,94.8,red,20,0.259259259,house,114
M001180,24,31,286,0.366264941,204,,0.75,David McKinley,R,6,31,0.175115207,209,WV,"[(Health, 68), (Taxation, 27), (Armed forces and national security, 23), (Environmental protection, 23), (International affairs, 22)]","[(Energy, 8), (Health, 5), (Taxation, 4), (Armed forces and national security, 3), (International affairs, 3)]",1325,91.48,red,20,0.774193548,house,114
M001181,11,18,277,0.379240597,172,,0.6,Pat Meehan,R,6,18,0.420634921,18,PA,"[(Health, 87), (Taxation, 47), (Crime and law enforcement, 26), (Armed forces and national security, 16), (International affairs, 15)]","[(Taxation, 4), (Crime and law enforcement, 3), (Congress, 2), (Health, 2), (Government operations and politics, 1)]",1325,87.4,red,20,0.611111111,house,114
M001182,3,15,270,0.373627528,183,,4.08,Mick Mulvaney,R,6,15,0.180952381,197,SC,"[(Finance and financial sector, 34), (Health, 31), (Taxation, 25), (Government operations and politics, 23), (Congress, 18)]","[(Finance and financial sector, 7), (Energy, 3), (Government operations and politics, 2), (Congress, 1), (Immigration, 1)]",1325,88.28,red,20,0.2,house,114
B001269,10,22,301,0.38660729,161,,6.42,Lou Barletta,R,6,22,0.405844156,21,PA,"[(Health, 70), (Taxation, 26), (Immigration, 24), (Crime and law enforcement, 22), (Armed forces and national security, 20)]","[(Emergency management, 4), (Congress, 4), (Immigration, 3), (Government operations and politics, 2), (Transportation and public works, 2)]",1325,93.06,red,20,0.454545455,house,114
B001260,10,18,147,0.389733198,151,,5.96,Vern Buchanan,R,10,18,0.23015873,130,FL,"[(Health, 47), (Taxation, 21), (Armed forces and national security, 13), (Crime and law enforcement, 11), (Finance and financial sector, 10)]","[(Taxation, 6), (Social welfare, 3), (Health, 3), (Economics and public finance, 2), (Families, 1)]",1325,91.97,red,20,0.555555556,house,114
U000031,5,10,101,0.463029282,31,,0,Fred Upton,R,30,10,0.371428571,30,MI,"[(Taxation, 16), (Armed forces and national security, 11), (Labor and employment, 6), (Crime and law enforcement, 6), (Environmental protection, 6)]","[(Transportation and public works, 2), (Health, 2), (None, 2), (Finance and financial sector, 1), (Congress, 1)]",1325,92,red,20,0.5,house,114
